,CustID,bucket,age,loyalty_card,Department,brand_name,Storechain,ChannelType,Class,StoreNum,Storeage,trx_hr_char,trx_dow_new,trx_tod,Date,MDY,Year,Sales,Cost,mkt_bdgt,Margin,sss,City,City_Lat,City_Long,Country,Country_Lat,Country_Long,Region,Region_Lat,Region_Long,Region_2,Region_2_Lat,Region_2_Long,State,State_Lat,State_Long,age_bucket,Storechain1,brand_name1
10,30545703.0,1.0,23.0,1.0,women,Oak,FAST,Internet,women_Graphic Tees,953.0,2.0,3 PM,SAT,Afternoon,2009-11-21,11:09:00,2009.0,38.0,23.0,1973216.84,15.19,1380.0,Winter Park,28.596231,-81.346531,United States,27.8002,-81.6528,US_SE,30.0,-83.0,US Southeast,30.0,-83.0,FL,27.8002,-81.6528,56-65,MODA,Maple
11,30545703.0,2.0,23.0,1.0,women,Oak,FAST,Internet,women_Active,1037.0,1.0,10 AM,WED,Morning,2009-09-23,09:09:00,2009.0,67.0,21.0,2002053.84,45.88,1499.0,Woodbury,44.920101,-92.935415,United States,45.2213,-93.6086,US_MW,43.3,-84.75,US Midwest,43.3,-84.75,MN,45.2213,-93.6086,26-35,GRAND,Pine
12,30545740.0,1.0,54.0,1.0,women,Oak,FAST,Internet,women_jewelry,975.0,7.0,9 AM,SAT,Morning,2010-01-16,01:10:00,2010.0,28.0,25.0,3200096.68,3.99,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,26-35,FAST,Oak
13,30545747.0,1.0,81.0,1.0,women,Oak,FAST,Internet,women_handbags,975.0,7.0,3 PM,THU,Afternoon,2010-01-21,01:10:00,2010.0,84.0,19.0,3200096.68,64.41,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,GRAND,Maple
14,30545762.0,1.0,36.0,1.0,women,Oak,FAST,Internet,women_jewelry,1063.0,8.0,7 PM,FRI,Evening,2009-12-04,12:09:00,2009.0,141.0,30.0,1496175.45,110.6,813.0,Paducah,37.072226,-88.627436,United States,37.7975,-85.2389,US_SE,30.0,-83.0,US Southeast,30.0,-83.0,KY,37.7975,-85.2389,46-55,MODA,Maple
15,30545762.0,1.0,36.0,1.0,women,Oak,FAST,Internet,women_watches,1063.0,8.0,2 PM,FRI,Afternoon,2009-12-04,12:09:00,2009.0,93.0,28.0,1496175.45,65.23,813.0,Paducah,37.072226,-88.627436,United States,37.7975,-85.2389,US_SE,30.0,-83.0,US Southeast,30.0,-83.0,KY,37.7975,-85.2389,18-25,FAST,Oak
16,30545770.0,2.0,43.0,1.0,women,Oak,FAST,Internet,women_Capris,1113.0,6.0,8 PM,SUN,Evening,2009-09-06,09:09:00,2009.0,33.0,15.0,2170213.56,17.57,1363.0,Glendale,34.170939,-118.250081,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,26-35,GRAND,Pine
17,30545795.0,2.0,,0.0,women,Oak,FAST,Internet,women_watches,1113.0,6.0,5 PM,FRI,Afternoon,2009-10-02,10:09:00,2009.0,13.0,9.0,2170213.56,3.68,1363.0,Fresno,36.781549,-119.792113,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,18-25,FAST,Oak
18,30545820.0,1.0,30.0,1.0,women,Oak,FAST,Internet,women_Graphic Tees,975.0,7.0,2 PM,SUN,Afternoon,2009-12-13,12:09:00,2009.0,67.0,23.0,3200096.68,43.89,810.0,Simi Valley,34.271078,-118.739428,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,56-65,MODA,Maple
19,30545820.0,1.0,30.0,1.0,women,Oak,FAST,Internet,women_tops,975.0,7.0,2 PM,FRI,Afternoon,2009-11-27,11:09:00,2009.0,30.0,17.0,3200096.68,13.64,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,GRAND,Pine
20,30545876.0,3.0,,0.0,women,Oak,FAST,Internet,women_Active,975.0,7.0,2 PM,FRI,Afternoon,2009-08-14,08:09:00,2009.0,72.0,18.0,3200096.68,54.06,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,26-35,FAST,Pine
21,30545878.0,2.0,43.0,1.0,women,Oak,FAST,Internet,women_Graphic Tees,975.0,7.0,7 PM,SUN,Evening,2009-09-06,09:09:00,2009.0,60.0,16.0,3200096.68,43.75,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,56-65,FAST,Oak
22,30545878.0,2.0,43.0,1.0,women,Oak,FAST,Internet,women_Pants,1113.0,6.0,10 AM,FRI,Morning,2009-09-25,09:09:00,2009.0,38.0,11.0,2170213.56,26.95,1363.0,Glendale,34.170939,-118.250081,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,18-25,FAST,Oak
23,30545878.0,2.0,43.0,1.0,women,Oak,FAST,Internet,women_socks,975.0,7.0,12 PM,THU,Afternoon,2009-09-17,09:09:00,2009.0,20.0,7.0,3200096.68,12.9,810.0,Temecula,33.503295,-117.123687,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,26-35,GRAND,Pine
24,30545895.0,1.0,,0.0,women,Oak,FAST,Internet,women_handbags,975.0,7.0,2 PM,TUE,Afternoon,2009-11-24,11:09:00,2009.0,47.0,19.0,3200096.68,28.59,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,18-25,FAST,Oak
25,30545895.0,1.0,,0.0,women,Oak,FAST,Internet,women_tops,975.0,7.0,2 PM,WED,Afternoon,2009-11-11,11:09:00,2009.0,59.0,17.0,3200096.68,42.28,810.0,Simi Valley,34.271078,-118.739428,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,GRAND,Pine
26,30545895.0,2.0,,0.0,women,Oak,FAST,Internet,women_Active,975.0,7.0,11 AM,TUE,Morning,2009-10-27,10:09:00,2009.0,84.0,18.0,3200096.68,65.3,810.0,Simi Valley,34.271078,-118.739428,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,26-35,GRAND,Pine
27,30545895.0,2.0,,0.0,women,Oak,FAST,Internet,women_Graphic Tees,975.0,7.0,5 PM,SUN,Afternoon,2009-08-23,08:09:00,2009.0,75.0,18.0,3200096.68,56.88,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,18-25,FAST,Oak
28,30545905.0,1.0,,0.0,grocery,Oak,FAST,Internet,canned_goods,975.0,7.0,3 PM,WED,Afternoon,2010-01-27,01:10:00,2010.0,27.0,4.0,195183.88,22.6,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,56-65,MODA,Maple
29,30545969.0,2.0,,0.0,grocery,Oak,FAST,Internet,meat_poultry,953.0,2.0,12 PM,MON,Afternoon,2009-09-28,09:09:00,2009.0,41.0,8.0,99740.14,33.28,1380.0,Atlanta,33.759506,-84.403176,United States,33.2598,-83.8337,US_SE,30.0,-83.0,US Southeast,30.0,-83.0,GA,33.2598,-83.8337,36-45,MODA,Maple
30,30545982.0,1.0,,0.0,grocery,Oak,FAST,Internet,spices,975.0,7.0,2 PM,FRI,Afternoon,2009-12-18,12:09:00,2009.0,24.0,6.0,195183.88,17.75,810.0,Simi Valley,34.271078,-118.739428,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,GRAND,Pine
31,30546143.0,1.0,,0.0,grocery,Oak,FAST,Internet,meat_poultry,1225.0,1.0,1 PM,SUN,Afternoon,2009-12-13,12:09:00,2009.0,33.0,5.0,124002.88,27.6,1383.0,Glendale,34.170939,-118.250081,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,GRAND,Pine
32,30546171.0,1.0,,0.0,electronics,Oak,FAST,Internet,Nintendo,953.0,2.0,1 PM,SAT,Afternoon,2009-12-26,12:09:00,2009.0,10.0,3.0,147171.36,6.1,1380.0,Winter Park,28.596231,-81.346531,United States,27.8002,-81.6528,US_SE,30.0,-83.0,US Southeast,30.0,-83.0,FL,27.8002,-81.6528,46-55,GRAND,Pine
33,30546220.0,2.0,,0.0,women,Oak,FAST,Internet,women_socks,1225.0,1.0,11 AM,WED,Morning,2009-09-02,09:09:00,2009.0,8.0,6.0,2294297.28,1.68,1383.0,Emeryville,37.835926,-122.287253,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,26-35,GRAND,Pine
34,30546283.0,2.0,,0.0,women,Oak,FAST,Internet,women_Active,975.0,7.0,10 AM,FRI,Morning,2009-09-04,09:09:00,2009.0,38.0,20.0,3200096.68,18.49,810.0,Temecula,33.503295,-117.123687,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,56-65,FAST,Oak
35,30546325.0,1.0,,0.0,women,Oak,FAST,Internet,women_Active,1225.0,1.0,6 PM,THU,Evening,2010-01-21,01:10:00,2010.0,57.0,20.0,2294297.28,37.49,1383.0,Danville,37.811476,-121.974192,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,56-65,MODA,Maple
36,30546403.0,2.0,80.0,1.0,women,Oak,FAST,Internet,women_Pants,975.0,7.0,4 PM,SUN,Afternoon,2009-10-25,10:09:00,2009.0,64.0,18.0,3200096.68,46.65,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,MODA,Maple
37,30546414.0,3.0,,0.0,women,Oak,FAST,Internet,women_tops,975.0,7.0,8 PM,SUN,Evening,2009-08-02,08:09:00,2009.0,57.0,16.0,3200096.68,41.29,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,36-45,GRAND,Maple
38,30546425.0,2.0,51.0,1.0,women,Oak,FAST,Internet,women_handbags,975.0,7.0,9 AM,TUE,Morning,2009-11-03,11:09:00,2009.0,49.0,17.0,3200096.68,32.03,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,Over 65,FAST,Oak
39,30546444.0,2.0,,0.0,grocery,Oak,FAST,Internet,meat_poultry,975.0,7.0,9 AM,WED,Morning,2009-09-23,09:09:00,2009.0,39.0,8.0,195183.88,30.6,810.0,Temecula,33.503295,-117.123687,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,MODA,Maple
40,30546549.0,1.0,,0.0,women,Oak,FAST,Internet,women_Graphic Tees,1113.0,6.0,4 PM,SAT,Afternoon,2010-01-09,01:10:00,2010.0,74.0,15.0,2170213.56,59.6,1363.0,Chula Vista,32.62791,-117.047988,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,Over 65,FAST,Oak
41,30546599.0,2.0,66.0,1.0,grocery,Oak,FAST,Internet,canned_goods,1037.0,1.0,3 PM,SAT,Afternoon,2009-10-03,10:09:00,2009.0,20.0,4.0,53332.92,15.39,1499.0,Woodbury,44.920101,-92.935415,United States,45.2213,-93.6086,US_MW,43.3,-84.75,US Midwest,43.3,-84.75,MN,45.2213,-93.6086,18-25,FAST,Oak
42,30546604.0,1.0,,0.0,grocery,Oak,FAST,Internet,canned_goods,1113.0,6.0,4 PM,TUE,Afternoon,2010-01-26,01:10:00,2010.0,17.0,2.0,77293.46,14.9,1363.0,Claremont,34.110009,-117.719734,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,MODA,Maple
43,30546657.0,1.0,,0.0,women,Oak,FAST,Internet,women_Graphic Tees,1113.0,6.0,2 PM,FRI,Afternoon,2009-12-04,12:09:00,2009.0,55.0,16.0,2170213.56,38.78,1363.0,Claremont,34.110009,-117.719734,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,Over 65,MODA,Maple
44,30546657.0,1.0,,0.0,women,Oak,FAST,Internet,women_tops,975.0,7.0,10 AM,SUN,Morning,2009-11-22,11:09:00,2009.0,34.0,11.0,3200096.68,22.82,810.0,Simi Valley,34.271078,-118.739428,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,GRAND,Pine
45,30546723.0,1.0,,0.0,women,Oak,FAST,Internet,women_jewelry,1113.0,6.0,9 AM,THU,Morning,2009-12-31,12:09:00,2009.0,116.0,37.0,2170213.56,78.67,1363.0,Chula Vista,32.62791,-117.047988,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,18-25,FAST,Oak
46,30546751.0,1.0,64.0,1.0,women,Oak,FAST,Internet,women_jewelry,1113.0,6.0,1 PM,TUE,Afternoon,2010-01-26,01:10:00,2010.0,68.0,37.0,2170213.56,31.39,1363.0,Spokane,47.673341,-117.410271,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,26-35,FAST,Oak
47,30546783.0,2.0,,0.0,women,Oak,FAST,Internet,women_handbags,1107.0,1.0,4 PM,FRI,Afternoon,2009-10-23,10:09:00,2009.0,69.0,23.0,707071.26,46.44,762.0,Austin,30.300474,-97.747247,United States,30.9807,-97.4423,US_SW,35.0,-106.0,US Southwest,35.0,-106.0,TX,30.9807,-97.4423,26-35,GRAND,Maple
48,30546786.0,2.0,,0.0,women,Oak,FAST,Internet,women_Pants,975.0,7.0,10 AM,THU,Morning,2009-10-29,10:09:00,2009.0,84.0,22.0,3200096.68,61.85,810.0,Simi Valley,34.271078,-118.739428,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,36-45,MODA,Maple
49,30546915.0,3.0,,0.0,women,Oak,FAST,Internet,women_Active,1095.0,6.0,10 AM,MON,Morning,2009-08-03,08:09:00,2009.0,65.0,14.0,2170213.56,50.4,1196.0,Billings,45.786553,-108.537139,United States,46.8418,-111.0246,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,MT,46.8418,-111.0246,18-25,FAST,Oak
50,30546946.0,1.0,72.0,1.0,women,Oak,FAST,Internet,women_handbags,1113.0,6.0,3 PM,THU,Afternoon,2009-12-03,12:09:00,2009.0,38.0,18.0,2170213.56,20.44,1363.0,Claremont,34.110009,-117.719734,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,36-45,FAST,Oak
51,30546953.0,1.0,,0.0,grocery,Oak,FAST,Internet,canned_goods,1113.0,6.0,1 PM,THU,Afternoon,2009-12-17,12:09:00,2009.0,18.0,3.0,77293.46,14.8,1363.0,Glendale,34.170939,-118.250081,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,Over 65,MODA,Maple
52,30546987.0,2.0,,0.0,women,Oak,FAST,Internet,women_handbags,975.0,7.0,9 AM,SUN,Morning,2009-09-20,09:09:00,2009.0,77.0,18.0,3200096.68,58.94,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,MODA,Maple
53,30547033.0,2.0,42.0,1.0,women,Oak,FAST,Internet,women_handbags,1113.0,6.0,6 PM,FRI,Evening,2009-09-11,09:09:00,2009.0,74.0,16.0,2170213.56,57.92,1363.0,Fresno,36.781549,-119.792113,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,18-25,FAST,Oak
54,30547165.0,1.0,,0.0,women,Oak,FAST,Internet,women_tops,975.0,7.0,8 PM,SAT,Evening,2010-01-30,01:10:00,2010.0,40.0,27.0,3200096.68,12.99,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,Over 65,FAST,Oak
55,30547263.0,1.0,,0.0,women,Oak,FAST,Internet,women_handbags,1132.0,5.0,3 PM,SAT,Afternoon,2009-11-14,11:09:00,2009.0,74.0,22.0,1576393.8,52.28,1277.0,Englewood,40.893343,-73.975801,United States,40.4403,-74.4296,US_AT,40.3,-74.5,US Atlantic Coast,40.3,-74.5,NJ,40.4403,-74.4296,36-45,FAST,Pine
56,30547297.0,2.0,,0.0,women,Oak,FAST,Internet,women_Pants,975.0,7.0,1 PM,WED,Afternoon,2009-10-28,10:09:00,2009.0,77.0,18.0,3200096.68,59.18,810.0,Simi Valley,34.271078,-118.739428,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,26-35,GRAND,Pine
57,30547297.0,2.0,,0.0,women,Oak,FAST,Internet,women_socks,975.0,7.0,1 PM,WED,Afternoon,2009-10-28,10:09:00,2009.0,14.0,6.0,3200096.68,8.08,810.0,Simi Valley,34.271078,-118.739428,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,18-25,FAST,Pine
58,30547348.0,1.0,,0.0,women,Oak,FAST,Internet,women_Active,1113.0,6.0,2 PM,TUE,Afternoon,2009-12-08,12:09:00,2009.0,28.0,15.0,2170213.56,12.82,1363.0,Claremont,34.110009,-117.719734,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,26-35,FAST,Oak
59,30547362.0,2.0,25.0,1.0,electronics,Oak,FAST,Internet,DVD & Blu-ray,1075.0,6.0,1 PM,TUE,Afternoon,2009-09-22,09:09:00,2009.0,22.0,6.0,105352.92,15.52,829.0,Scottsdale,33.590709,-111.895985,United States,33.3523,-111.7709,US_SW,35.0,-106.0,US Southwest,35.0,-106.0,AZ,33.3523,-111.7709,36-45,MODA,Maple
60,30547509.0,1.0,,0.0,women,Oak,FAST,Internet,women_socks,1113.0,6.0,3 PM,WED,Afternoon,2009-12-16,12:09:00,2009.0,20.0,7.0,2170213.56,12.61,1363.0,Emeryville,37.835926,-122.287253,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,GRAND,Pine
61,30547519.0,2.0,,0.0,women,Oak,FAST,Internet,women_Pants,975.0,7.0,2 PM,WED,Afternoon,2009-10-28,10:09:00,2009.0,15.0,27.0,3200096.68,-11.56,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,18-25,FAST,Oak
62,30547546.0,2.0,,0.0,women,Oak,FAST,Internet,women_tops,953.0,2.0,4 PM,SUN,Afternoon,2009-10-11,10:09:00,2009.0,39.0,15.0,1973216.84,24.39,1380.0,West Palm Beach,26.709992,-80.064373,United States,27.8002,-81.6528,US_SE,30.0,-83.0,US Southeast,30.0,-83.0,FL,27.8002,-81.6528,18-25,FAST,Oak
63,30547553.0,1.0,,0.0,grocery,Oak,FAST,Internet,coffee_tea,975.0,7.0,3 PM,MON,Afternoon,2010-01-25,01:10:00,2010.0,40.0,8.0,195183.88,32.15,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,56-65,MODA,Maple
64,30547585.0,1.0,,0.0,women,Oak,FAST,Internet,women_handbags,1113.0,6.0,6 PM,THU,Evening,2009-11-19,11:09:00,2009.0,51.0,17.0,2170213.56,34.28,1363.0,Glendale,34.170939,-118.250081,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,Over 65,FAST,Oak
65,30547628.0,1.0,,0.0,women,Oak,FAST,Internet,women_Active,975.0,7.0,11 AM,TUE,Morning,2009-12-29,12:09:00,2009.0,65.0,13.0,3200096.68,51.7,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,GRAND,Maple
66,30547654.0,1.0,,0.0,grocery,Oak,FAST,Internet,meat_poultry,975.0,7.0,2 PM,WED,Afternoon,2010-01-13,01:10:00,2010.0,59.0,11.0,195183.88,48.21,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,GRAND,Maple
67,30547683.0,1.0,,0.0,women,Oak,FAST,Internet,women_tops,1113.0,6.0,12 PM,WED,Afternoon,2010-01-27,01:10:00,2010.0,28.0,9.0,2170213.56,19.24,1363.0,Claremont,34.110009,-117.719734,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,GRAND,Maple
68,30547742.0,1.0,,0.0,women,Oak,FAST,Internet,women_watches,1113.0,6.0,1 PM,TUE,Afternoon,2009-12-15,12:09:00,2009.0,90.0,27.0,2170213.56,62.77,1363.0,Chula Vista,32.62791,-117.047988,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,MODA,Maple
69,30547778.0,3.0,64.0,1.0,women,Oak,FAST,Internet,women_Halter Tops,975.0,7.0,2 PM,THU,Afternoon,2009-08-06,08:09:00,2009.0,57.0,24.0,3200096.68,32.99,810.0,Temecula,33.503295,-117.123687,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,36-45,GRAND,Pine
70,30547783.0,2.0,,0.0,grocery,Oak,FAST,Internet,coffee_tea,975.0,7.0,10 AM,SUN,Morning,2009-11-01,11:09:00,2009.0,24.0,7.0,195183.88,16.74,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,18-25,FAST,Oak
71,30547859.0,2.0,41.0,1.0,women,Oak,FAST,Internet,women_tops,975.0,7.0,10 AM,FRI,Morning,2009-08-28,08:09:00,2009.0,32.0,9.0,3200096.68,23.34,810.0,Sonoma,38.288771,-122.458884,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,56-65,FAST,Oak
72,30547876.0,2.0,,0.0,grocery,Oak,FAST,Internet,oils,1113.0,6.0,12 PM,WED,Afternoon,2009-09-09,09:09:00,2009.0,47.0,27.0,77293.46,20.54,1363.0,Emeryville,37.835926,-122.287253,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,18-25,FAST,Oak
